Mail Text,Label
"Subject: Transport for Heavy Machinery\nBody: Need transport for 500 kg of machinery from Dallas to New York. Looking for a quote under $900, payment 30 days.",not spam
Subject: Special Offer on Transport Services\nBody: Ship your cargo anywhere for just $29! Act now and pay in advance for this exclusive offer!,spam
Subject: Incredible Shipping Deal Awaits!\nBody: Your cargo could be shipped for just $199! Pay upfront and save! Limited offer!,spam
Subject: Urgent: Last Chance for Cheap Transport!\nBody: We can transport 1000 kg for only $99! Pay now and we’ll handle everything! Hurry!,spam
Subject: Amazing Shipping Opportunity!\nBody: Move 300 kg for just $79! Pay today for immediate processing! Details to be discussed later!,spam
Subject: Shipping Alert: Exclusive Price!\nBody: Transport any cargo for $50! Pay now and enjoy fast delivery! Don't miss out!,spam
Subject: Fast Shipping for You!\nBody: Get your items shipped for only $150! Immediate payment needed! Limited spots available!,spam
"Subject: Urgent Transport Requirement\nBody: Ship 200 kg for just $89! Act fast, payment must be made today! Details will follow!",spam
Subject: Discounted Transport Services Available\nBody: Shipping for only $49! Pay today and save big! Limited time offer!,spam
"Subject: Special Transport Rate for You\nBody: Move any cargo for just $99! Pay upfront to secure this deal! Hurry, it won't last!",spam
Subject: Cargo Transport Request\nBody: We need to move 150 kg of toys from San Francisco to Chicago. Price expected around $300 with payment net 30.,not spam
Subject: Transport Needed for Office Supplies\nBody: Requesting transport for 200 kg of office supplies from Boston to New York. Anticipating a quote of $400 with payment in 30 days.,not spam
Subject: Important Transport Request\nBody: Moving 250 kg of electronics from Miami to Atlanta. Looking for a price around $500 with standard payment terms.,not spam
Subject: Transport Services Inquiry\nBody: We require transport for 300 kg of machinery from Seattle to Dallas. Expecting a quote under $600 with payment within 14 days.,not spam
Subject: Transport Request for Furniture\nBody: Need to ship 180 kg of furniture from Los Angeles to Denver. Anticipating a quote of $350 with payment net 30.,not spam
Subject: Urgent Transport Request\nBody: Cargo of 100 kg of textiles from Chicago to New York. We expect a quote under $300. Payment terms are flexible.,not spam
Subject: Shipping Request for Equipment\nBody: Seeking transport for 400 kg of equipment from San Francisco to Seattle. Looking for a quote around $700 with standard payment terms.,not spam
Subject: Cargo Transport Inquiry\nBody: We need to move 500 kg of mixed goods from Miami to Chicago. Anticipating a price of $800 with payment due in 30 days.,not spam
"Subject: Transport Needs for Electronics\nBody: Requesting transport for 200 kg of electronics from New York to San Diego. Expecting a quote around $450, payment in 14 days.",not spam
Subject: Urgent Shipping Offer\nBody: Transport your 100 kg cargo for just $49! Pay today for immediate service! Limited spots available!,spam
Subject: Amazing Deal on Transport Services!\nBody: Your cargo could be shipped for only $29! Pay upfront and get priority service! Hurry!,spam
Subject: Last Chance: Cheap Shipping!\nBody: Move any cargo for just $99! Immediate payment required! Don’t delay!,spam
Subject: Incredible Shipping Offer!\nBody: Get your 400 kg shipment across the country for only $75! Pay now and relax! Details later!,spam
"Subject: Urgent: Need Transport Now!\nBody: Move 250 kg for just $199! Act fast, payment today! Limited time offer!",spam
Subject: Exclusive Shipping Deal!\nBody: Ship 300 kg for only $50! Pay immediately! This offer ends soon!,spam
Subject: Quick Transport Needed!\nBody: Transport for 100 kg of goods for only $39! Pay today for immediate processing! Act now!,spam
Subject: Fast Shipping at Unbelievable Price!\nBody: Move your items for just $89! Pay upfront and enjoy rapid delivery! Limited offer!,spam
Subject: Unbeatable Transport Offer!\nBody: Ship anything for only $199! Pay now for instant confirmation! Hurry!,spam
Subject: Transport Request for Electronics\nBody: We need a transportation service for 150 kg of electronics from San Francisco to New York. Price: $500. Payment via bank transfer within 30 days.,not spam
Subject: Urgent: Cargo Transport Needed\nBody: Requesting transport for 200 kg of furniture from Chicago to Miami. Can you quote a price? Standard terms apply.,not spam
Subject: Quick Transport Request\nBody: Need to move 300 kg of textiles from Seattle to Houston. Looking for a quote under $600 with 15-day payment terms.,not spam
Subject: Shipment of Food Products\nBody: We need transportation for 100 kg of perishable goods from Boston to Atlanta. Price expected around $400. Payment within 14 days.,not spam
Subject: Transport Inquiry\nBody: Please provide pricing for 250 kg of machinery from Denver to Los Angeles. We expect reasonable rates and payment within 30 days.,not spam
Subject: Cargo Transport Request\nBody: We require transport for 500 kg of construction materials from Dallas to Phoenix. Budget is $800. Payment due upon delivery.,not spam
"Subject: Request for Transport Services\nBody: Shipping 80 kg of automotive parts from San Diego to Portland, looking for a quote around $350. Standard payment terms apply.",not spam
Subject: Transport for Fragile Items\nBody: Need to transport 70 kg of glassware from New York to Seattle. Expecting around $450. Payment net 30 days.,not spam
Subject: Transport Agreement\nBody: Shipping 250 kg of tools from Minneapolis to New Orleans. Would like a quote under $700. Payment in 15 days.,not spam
Subject: Transport Request\nBody: Cargo of 300 kg of mixed goods from Atlanta to Denver. Seeking a price around $600. Standard payment terms preferred.,not spam
Subject: Limited Time Offer: Transport Needed\nBody: Act fast! We are offering transport for 1 ton of goods from Miami to NYC for just $99! Payment within 24 hours required!,spam
Subject: Urgent Transport Offer\nBody: Don’t miss this deal! Move 2 tons of cargo anywhere for only $199! Pay now and save big! Details inside.,spam
Subject: Quick and Cheap Transport Available\nBody: Get your items shipped for a mere $150! Limited spots! Cargo weight irrelevant!,spam
"Subject: Instant Transport Request!\nBody: Need to ship 300 kg from London to Paris for only $50! Pay now, details later! Hurry!",spam
"Subject: Last Chance for Cheap Shipping\nBody: Move your cargo for just $75! Limited time only! Pay upfront, and we’ll handle the rest!",spam
Subject: Exclusive Transport Offer\nBody: We can transport anything for only $199! Pay before midnight! Details vague for your benefit!,spam
Subject: Fast Shipping at Unbeatable Price\nBody: We can ship your goods anywhere for just $60! Pay immediately and relax! No questions asked!,spam
Subject: Urgent Shipping Needed!\nBody: Your cargo could be shipped for just $49! Pay now and we’ll handle everything! Act fast!,spam
Subject: Quick Transport Request\nBody: Need to move 300 kg of textiles from Seattle to Houston. Looking for a quote under $600 with 15-day payment terms.,not spam
Subject: Important Transport Request\nBody: Moving 250 kg of electronics from Miami to Atlanta. Looking for a price around $500 with standard payment terms.,not spam
Subject: Cargo Needs Transport\nBody: Seeking to transport 500 kg of mixed goods from Miami to Chicago. Anticipating a price of $800 with payment due in 30 days.,not spam
Subject: Transport Services Inquiry\nBody: Need transport for 300 kg of machinery from Seattle to Dallas. Expecting a quote under $600 with payment within 14 days.,not spam
Subject: Transport Request for Furniture\nBody: Need to ship 180 kg of furniture from Los Angeles to Denver. Anticipating a quote of $350 with payment net 30.,not spam
Subject: Urgent Transport Request\nBody: Cargo of 100 kg of textiles from Chicago to New York. We expect a quote under $300. Payment terms are flexible.,not spam
Subject: Shipping Request for Equipment\nBody: Seeking transport for 400 kg of equipment from San Francisco to Seattle. Looking for a quote around $700 with standard payment terms.,not spam
Subject: Transport Request for Electronics\nBody: We need a transportation service for 150 kg of electronics from San Francisco to New York. Price: $500. Payment via bank transfer within 30 days.,not spam
Subject: Urgent: Cargo Transport Needed\nBody: Requesting transport for 200 kg of furniture from Chicago to Miami. Can you quote a price? Standard terms apply.,not spam
"Request for transport of 1000 kg of electronics from New York to Los Angeles. Pricing at $1200, payment due upon delivery. Please confirm availability and estimated delivery time.",not spam
"Urgent transport needed! 500 kg of furniture from Chicago to Miami for only $800! Act fast, this price won't last! Payment to be made via wire transfer only.",spam
"Transport request for 200 kg of medical supplies from Boston to San Francisco. Estimated cost: $1500, standard payment terms apply. Looking forward to your prompt response.",not spam
Limited time offer! Move 300 kg of goods from Seattle to Houston for just $500! Quick decision required! Funds need to be sent immediately to confirm.,spam
Please quote for 150 kg of clothing from Atlanta to Denver. Our budget is around $600 and standard payment terms. Need this by next week.,not spam
"Hurry! Transport 250 kg of tech gadgets from Austin to Orlando for an unbelievable price of $700! Secure your spot now, payment details to follow soon.",spam
"Request for transport of 400 kg of machinery from Philadelphia to Dallas. Total charge expected is $2200, payment due upon receipt of goods. Kindly provide a timeline.",not spam
